order_number,product_code,order_line_number,quantity_ordered,price_each,sales,deal_size,order_product_key
10120,S18_2625,4,46,58.15,2674.9,Small,10120_S18_2625
10134,S18_2625,6,30,61.78,1853.4,Small,10134_S18_2625
10145,S18_2625,10,30,49.67,1490.1,Small,10145_S18_2625
10159,S18_2625,18,42,51.48,2162.16,Small,10159_S18_2625
10168,S18_2625,5,46,61.18,2814.28,Small,10168_S18_2625
10180,S18_2625,13,25,64.2,1605.0,Small,10180_S18_2625
10188,S18_2625,5,32,65.42,2093.44,Small,10188_S18_2625
10201,S18_2625,6,30,64.81,1944.3,Small,10201_S18_2625
10210,S18_2625,3,40,49.67,1986.8,Small,10210_S18_2625
10223,S18_2625,5,28,60.57,1695.96,Small,10223_S18_2625
10236,S18_2625,2,23,55.72,1281.56,Small,10236_S18_2625
10251,S18_2625,6,29,61.18,1774.22,Small,10251_S18_2625
10263,S18_2625,6,34,58.75,1997.5,Small,10263_S18_2625
10275,S18_2625,5,37,63.6,2353.2,Small,10275_S18_2625
10285,S18_2625,10,20,49.06,981.2,Small,10285_S18_2625
10298,S18_2625,2,32,48.46,1550.72,Small,10298_S18_2625
10308,S18_2625,3,34,52.09,1771.06,Small,10308_S18_2625
10318,S18_2625,5,42,52.7,2213.4,Small,10318_S18_2625
10329,S18_2625,12,38,100.0,5266.04,Medium,10329_S18_2625
10339,S18_2625,1,30,62.16,1864.8,Small,10339_S18_2625
10362,S18_2625,3,23,49.67,1142.41,Small,10362_S18_2625
10374,S18_2625,4,22,53.3,1172.6,Small,10374_S18_2625
10389,S18_2625,5,39,100.0,6981.0,Medium,10389_S18_2625
10402,S18_2625,2,55,55.72,3064.6,Medium,10402_S18_2625
10417,S18_2625,6,36,61.18,2202.48,Small,10417_S18_2625
10101,S18_2795,1,26,100.0,3773.38,Medium,10101_S18_2795
10110,S18_2795,1,31,100.0,5074.39,Medium,10110_S18_2795
10125,S18_2795,2,34,100.0,6483.46,Medium,10125_S18_2795
10139,S18_2795,8,41,100.0,7956.46,Large,10139_S18_2795
10149,S18_2795,5,23,100.0,4230.62,Medium,10149_S18_2795
10162,S18_2795,3,48,100.0,7209.12,Large,10162_S18_2795
10173,S18_2795,7,22,100.0,3452.68,Medium,10173_S18_2795
10182,S18_2795,4,21,100.0,3047.73,Medium,10182_S18_2795
10193,S18_2795,8,22,100.0,3675.32,Medium,10193_S18_2795
10205,S18_2795,3,40,100.0,7492.4,Large,10205_S18_2795
10214,S18_2795,1,50,100.0,9534.5,Large,10214_S18_2795
10227,S18_2795,4,29,100.0,5579.02,Medium,10227_S18_2795
10244,S18_2795,8,43,100.0,5950.34,Medium,10244_S18_2795
10255,S18_2795,1,24,100.0,3726.0,Medium,10255_S18_2795
10280,S18_2795,10,22,100.0,4455.0,Medium,10280_S18_2795
10289,S18_2795,3,43,100.0,8272.34,Large,10289_S18_2795
10304,S18_2795,14,20,100.0,3577.6,Medium,10304_S18_2795
10312,S18_2795,11,25,100.0,3881.25,Medium,10312_S18_2795
10322,S18_2795,2,36,100.0,5797.44,Medium,10322_S18_2795
10332,S18_2795,1,24,52.67,1264.08,Small,10332_S18_2795
10347,S18_2795,6,21,100.0,4815.3,Medium,10347_S18_2795
10356,S18_2795,1,30,100.0,4462.2,Medium,10356_S18_2795
10367,S18_2795,7,32,94.79,3033.28,Medium,10367_S18_2795
10380,S18_2795,8,21,47.18,990.78,Small,10380_S18_2795
10390,S18_2795,7,26,78.11,2030.86,Small,10390_S18_2795
10421,S18_2795,1,35,100.0,5433.75,Medium,10421_S18_2795
10109,S18_2870,1,26,100.0,3157.44,Medium,10109_S18_2870
10123,S18_2870,3,46,100.0,5161.2,Medium,10123_S18_2870
10137,S18_2870,3,37,100.0,4346.76,Medium,10137_S18_2870
10148,S18_2870,10,27,100.0,3528.36,Medium,10148_S18_2870
10161,S18_2870,9,23,100.0,3187.8,Medium,10161_S18_2870
10172,S18_2870,7,39,100.0,6023.16,Medium,10172_S18_2870
10181,S18_2870,3,27,100.0,3884.76,Medium,10181_S18_2870
10192,S18_2870,8,38,100.0,4965.84,Medium,10192_S18_2870
10204,S18_2870,14,27,100.0,4169.88,Medium,10204_S18_2870
10212,S18_2870,7,40,100.0,4910.4,Medium,10212_S18_2870
10226,S18_2870,5,24,100.0,3231.36,Medium,10226_S18_2870
10241,S18_2870,12,44,100.0,6853.44,Medium,10241_S18_2870
10253,S18_2870,2,37,100.0,5177.04,Medium,10253_S18_2870
10266,S18_2870,3,20,100.0,2824.8,Small,10266_S18_2870
10278,S18_2870,3,39,100.0,4324.32,Medium,10278_S18_2870
10287,S18_2870,1,44,100.0,5052.96,Medium,10287_S18_2870
10301,S18_2870,5,22,100.0,3223.44,Medium,10301_S18_2870
10311,S18_2870,10,43,100.0,5278.68,Medium,10311_S18_2870
10321,S18_2870,7,27,100.0,2851.2,Small,10321_S18_2870
10331,S18_2870,10,26,64.9,1687.4,Small,10331_S18_2870
10343,S18_2870,3,25,52.32,1308.0,Small,10343_S18_2870
10366,S18_2870,2,49,100.0,6144.6,Medium,10366_S18_2870
10379,S18_2870,5,29,100.0,5127.2,Medium,10379_S18_2870
10407,S18_2870,12,41,100.0,6386.16,Medium,10407_S18_2870
10419,S18_2870,2,55,100.0,7695.6,Large,10419_S18_2870
10103,S18_2949,12,27,83.07,2242.89,Small,10103_S18_2949
10112,S18_2949,2,23,100.0,2539.89,Small,10112_S18_2949
10126,S18_2949,12,31,90.17,2795.27,Small,10126_S18_2949
10139,S18_2949,1,46,100.0,5545.76,Medium,10139_S18_2949
10150,S18_2949,9,47,91.18,4285.46,Medium,10150_S18_2949
10163,S18_2949,2,31,100.0,3329.09,Medium,10163_S18_2949
10174,S18_2949,5,46,100.0,5592.22,Medium,10174_S18_2949
10183,S18_2949,9,37,89.15,3298.55,Medium,10183_S18_2949
10193,S18_2949,1,28,93.21,2609.88,Small,10193_S18_2949
10206,S18_2949,7,37,90.17,3336.29,Medium,10206_S18_2949
10215,S18_2949,4,49,100.0,5510.05,Medium,10215_S18_2949
10228,S18_2949,3,24,100.0,2504.4,Small,10228_S18_2949
10244,S18_2949,1,30,100.0,3525.6,Medium,10244_S18_2949
10257,S18_2949,1,50,88.14,4407.0,Medium,10257_S18_2949
10270,S18_2949,10,31,96.24,2983.44,Small,10270_S18_2949
10280,S18_2949,3,46,100.0,5126.24,Medium,10280_S18_2949
10291,S18_2949,12,47,100.0,5713.79,Medium,10291_S18_2949
10304,S18_2949,7,46,100.0,4613.8,Medium,10304_S18_2949
10312,S18_2949,4,37,100.0,3711.1,Medium,10312_S18_2949
10322,S18_2949,12,33,100.0,3524.73,Medium,10322_S18_2949
10333,S18_2949,5,31,90.17,2795.27,Small,10333_S18_2949
10347,S18_2949,9,48,100.0,4814.4,Medium,10347_S18_2949
10357,S18_2949,6,41,87.13,3572.33,Medium,10357_S18_2949
10369,S18_2949,1,42,100.0,4581.36,Medium,10369_S18_2949
10381,S18_2949,8,41,100.0,4319.76,Medium,10381_S18_2949
10391,S18_2949,6,32,45.25,1448.0,Small,10391_S18_2949
10423,S18_2949,1,10,88.14,881.4,Small,10423_S18_2949
10103,S18_2957,14,35,57.46,2011.1,Small,10103_S18_2957
10111,S18_2957,2,28,64.33,1801.24,Small,10111_S18_2957
10126,S18_2957,14,46,73.7,3390.2,Medium,10126_S18_2957
10139,S18_2957,3,20,71.2,1424.0,Small,10139_S18_2957
10150,S18_2957,11,30,49.97,1499.1,Small,10150_S18_2957
10163,S18_2957,4,48,69.96,3358.08,Medium,10163_S18_2957
10173,S18_2957,2,28,53.72,1504.16,Small,10173_S18_2957
10183,S18_2957,11,39,68.08,2655.12,Small,10183_S18_2957
10193,S18_2957,3,24,51.84,1244.16,Small,10193_S18_2957
10206,S18_2957,9,28,67.46,1888.88,Small,10206_S18_2957
10215,S18_2957,6,31,58.71,1820.01,Small,10215_S18_2957
10228,S18_2957,5,45,63.71,2866.95,Small,10228_S18_2957
10244,S18_2957,3,24,58.09,1394.16,Small,10244_S18_2957
10257,S18_2957,3,49,53.72,2632.28,Small,10257_S18_2957
10269,S18_2957,1,32,63.08,2018.56,Small,10269_S18_2957
10280,S18_2957,5,43,68.71,2954.53,Small,10280_S18_2957
10291,S18_2957,14,37,50.59,1871.83,Small,10291_S18_2957
10304,S18_2957,9,24,64.96,1559.04,Small,10304_S18_2957
10312,S18_2957,6,35,53.72,1880.2,Small,10312_S18_2957
10322,S18_2957,13,41,29.87,1224.67,Small,10322_S18_2957
10332,S18_2957,17,26,100.0,2979.08,Small,10332_S18_2957
10347,S18_2957,10,34,64.96,2208.64,Small,10347_S18_2957
10357,S18_2957,5,49,70.58,3458.42,Medium,10357_S18_2957
10369,S18_2957,6,28,44.21,1237.88,Small,10369_S18_2957
10381,S18_2957,4,40,68.08,2723.2,Small,10381_S18_2957
10392,S18_2957,3,37,59.96,2218.52,Small,10392_S18_2957
10423,S18_2957,3,31,53.72,1665.32,Small,10423_S18_2957
10106,S18_3029,18,41,83.44,3421.04,Medium,10106_S18_3029
10119,S18_3029,9,21,89.46,1878.66,Small,10119_S18_3029
10130,S18_3029,2,40,96.34,3853.6,Medium,10130_S18_3029
10143,S18_3029,13,46,74.84,3442.64,Medium,10143_S18_3029
10155,S18_3029,11,44,79.14,3482.16,Medium,10155_S18_3029
10167,S18_3029,7,46,73.12,3363.52,Medium,10167_S18_3029
10178,S18_3029,10,41,81.72,3350.52,Medium,10178_S18_3029
10186,S18_3029,7,32,89.46,2862.72,Small,10186_S18_3029
10197,S18_3029,4,46,87.74,4036.04,Medium,10197_S18_3029
10209,S18_3029,6,28,100.0,2817.92,Small,10209_S18_3029
10222,S18_3029,10,49,94.62,4636.38,Medium,10222_S18_3029
10248,S18_3029,1,21,73.98,1553.58,Small,10248_S18_3029
10262,S18_3029,15,32,84.3,2697.6,Small,10262_S18_3029
10273,S18_3029,2,34,98.06,3334.04,Medium,10273_S18_3029
10283,S18_3029,4,21,98.06,2059.26,Small,10283_S18_3029
10296,S18_3029,13,21,96.34,2023.14,Small,10296_S18_3029
10307,S18_3029,7,31,83.44,2586.64,Small,10307_S18_3029
10316,S18_3029,15,21,94.62,1987.02,Small,10316_S18_3029
10327,S18_3029,5,25,45.86,1146.5,Small,10327_S18_3029
10338,S18_3029,3,28,82.58,2312.24,Small,10338_S18_3029
10350,S18_3029,6,43,64.97,2793.71,Small,10350_S18_3029
10373,S18_3029,5,22,86.74,1908.28,Small,10373_S18_3029
10386,S18_3029,5,37,93.01,3441.37,Medium,10386_S18_3029
10398,S18_3029,18,28,72.26,2023.28,Small,10398_S18_3029
10400,S18_3029,7,30,74.84,2245.2,Small,10400_S18_3029
10414,S18_3029,1,44,73.98,3255.12,Medium,10414_S18_3029
10103,S18_3136,13,25,100.0,2539.5,Small,10103_S18_3136
10111,S18_3136,1,43,100.0,4818.15,Medium,10111_S18_3136
10126,S18_3136,13,30,97.39,2921.7,Small,10126_S18_3136
10139,S18_3136,2,20,90.06,1801.2,Small,10139_S18_3136
10150,S18_3136,10,26,100.0,2804.36,Small,10150_S18_3136
10163,S18_3136,3,40,100.0,4900.8,Medium,10163_S18_3136
10173,S18_3136,1,31,89.01,2759.31,Small,10173_S18_3136
10183,S18_3136,10,22,100.0,2488.2,Small,10183_S18_3136
10193,S18_3136,2,23,100.0,2769.89,Small,10193_S18_3136
10206,S18_3136,8,30,100.0,3581.4,Medium,10206_S18_3136
10215,S18_3136,5,49,100.0,5285.14,Medium,10215_S18_3136
10228,S18_3136,4,31,100.0,3181.53,Medium,10228_S18_3136
10244,S18_3136,2,29,100.0,3340.51,Medium,10244_S18_3136
10257,S18_3136,2,37,84.82,3138.34,Medium,10257_S18_3136
10270,S18_3136,11,38,100.0,4775.08,Medium,10270_S18_3136
10280,S18_3136,4,29,100.0,3006.43,Medium,10280_S18_3136
10291,S18_3136,13,23,100.0,2866.26,Small,10291_S18_3136
10304,S18_3136,8,26,85.87,2232.62,Small,10304_S18_3136
10312,S18_3136,5,38,100.0,4457.02,Medium,10312_S18_3136
10322,S18_3136,7,48,47.04,2257.92,Small,10322_S18_3136
10332,S18_3136,18,40,39.8,1592.0,Small,10332_S18_3136
10347,S18_3136,11,45,100.0,4948.2,Medium,10347_S18_3136
10357,S18_3136,4,44,100.0,5160.76,Medium,10357_S18_3136
10369,S18_3136,5,21,94.22,1978.62,Small,10369_S18_3136
10381,S18_3136,5,35,100.0,4288.2,Medium,10381_S18_3136
10392,S18_3136,2,29,86.92,2520.68,Small,10392_S18_3136
10423,S18_3136,2,21,84.82,1781.22,Small,10423_S18_3136
10105,S18_3140,11,22,100.0,3065.04,Medium,10105_S18_3140
10117,S18_3140,5,26,100.0,3551.34,Medium,10117_S18_3140
10128,S18_3140,2,41,100.0,5544.02,Medium,10128_S18_3140
10142,S18_3140,8,47,100.0,6034.33,Medium,10142_S18_3140
10153,S18_3140,7,31,100.0,3641.57,Medium,10153_S18_3140
10166,S18_3140,2,43,100.0,6930.74,Medium,10166_S18_3140
10177,S18_3140,9,23,100.0,3675.63,Medium,10177_S18_3140
10185,S18_3140,9,28,100.0,3442.04,Medium,10185_S18_3140
10196,S18_3140,1,49,100.0,6893.81,Medium,10196_S18_3140
10208,S18_3140,9,24,100.0,2622.48,Small,10208_S18_3140
10221,S18_3140,3,33,100.0,4417.38,Medium,10221_S18_3140
10232,S18_3140,6,22,100.0,3606.02,Medium,10232_S18_3140
10248,S18_3140,12,32,100.0,3802.56,Medium,10248_S18_3140
10273,S18_3140,13,40,100.0,5026.4,Medium,10273_S18_3140
10282,S18_3140,1,43,100.0,6695.53,Medium,10282_S18_3140
10293,S18_3140,4,24,100.0,2819.28,Small,10293_S18_3140
10306,S18_3140,9,32,100.0,3759.04,Medium,10306_S18_3140
10314,S18_3140,1,20,100.0,2731.8,Small,10314_S18_3140
10325,S18_3140,9,24,69.12,1658.88,Small,10325_S18_3140
10336,S18_3140,12,48,100.0,5778.24,Medium,10336_S18_3140
10350,S18_3140,1,44,100.0,5191.12,Medium,10350_S18_3140
10372,S18_3140,3,28,100.0,3862.88,Medium,10372_S18_3140
10383,S18_3140,9,24,61.52,1476.48,Small,10383_S18_3140
10396,S18_3140,2,33,100.0,5273.73,Medium,10396_S18_3140
10414,S18_3140,12,41,100.0,4872.03,Medium,10414_S18_3140
10104,S18_3232,13,23,100.0,4556.99,Medium,10104_S18_3232
10109,S18_3232,5,46,100.0,8257.0,Large,10109_S18_3232
10114,S18_3232,4,48,100.0,8209.44,Large,10114_S18_3232
10122,S18_3232,3,25,100.0,3598.5,Medium,10122_S18_3232
10127,S18_3232,15,22,100.0,3837.24,Medium,10127_S18_3232
10136,S18_3232,3,41,100.0,8331.61,Large,10136_S18_3232
10141,S18_3232,9,34,100.0,4836.5,Medium,10141_S18_3232
10148,S18_3232,14,32,100.0,5418.88,Medium,10148_S18_3232
10151,S18_3232,7,21,100.0,3734.01,Medium,10151_S18_3232
10160,S18_3232,1,20,100.0,3996.4,Medium,10160_S18_3232
10165,S18_3232,16,47,100.0,8754.69,Large,10165_S18_3232
10171,S18_3232,3,39,100.0,5481.45,Medium,10171_S18_3232
10175,S18_3232,5,29,100.0,4419.89,Medium,10175_S18_3232
10181,S18_3232,7,45,100.0,6324.75,Medium,10181_S18_3232
10184,S18_3232,10,28,100.0,4409.72,Medium,10184_S18_3232
10192,S18_3232,12,26,100.0,3918.46,Medium,10192_S18_3232
10195,S18_3232,10,50,100.0,7620.5,Large,10195_S18_3232
10203,S18_3232,1,48,100.0,8291.04,Large,10203_S18_3232
10207,S18_3232,11,25,100.0,3937.25,Medium,10207_S18_3232
10212,S18_3232,11,40,100.0,5554.4,Medium,10212_S18_3232
10225,S18_3232,2,43,100.0,6407.86,Medium,10225_S18_3232
10229,S18_3232,5,22,100.0,4172.52,Medium,10229_S18_3232
10239,S18_3232,1,47,100.0,7083.37,Large,10239_S18_3232
10246,S18_3232,9,36,100.0,7132.68,Large,10246_S18_3232
10253,S18_3232,6,40,100.0,6773.6,Medium,10253_S18_3232
10259,S18_3232,8,27,100.0,3657.69,Medium,10259_S18_3232
10266,S18_3232,7,29,100.0,4812.55,Medium,10266_S18_3232
10271,S18_3232,9,20,100.0,3928.6,Medium,10271_S18_3232
10278,S18_3232,7,42,100.0,6401.22,Medium,10278_S18_3232
10281,S18_3232,5,25,100.0,4191.25,Medium,10281_S18_3232
10287,S18_3232,5,36,100.0,5852.52,Medium,10287_S18_3232
10292,S18_3232,12,21,100.0,2844.87,Small,10292_S18_3232
10301,S18_3232,9,23,100.0,4011.66,Medium,10301_S18_3232
10305,S18_3232,9,37,100.0,7455.87,Large,10305_S18_3232
10310,S18_3232,3,48,100.0,8940.96,Large,10310_S18_3232
10313,S18_3232,3,25,100.0,4572.25,Medium,10313_S18_3232
10321,S18_3232,11,33,100.0,5700.09,Medium,10321_S18_3232
10324,S18_3232,12,27,100.0,3155.49,Medium,10324_S18_3232
10331,S18_3232,11,27,100.0,4170.69,Medium,10331_S18_3232
10334,S18_3232,3,20,100.0,2878.8,Small,10334_S18_3232
10342,S18_3232,4,30,100.0,5029.5,Medium,10342_S18_3232
10349,S18_3232,6,48,100.0,7396.8,Large,10349_S18_3232
10358,S18_3232,12,32,93.49,2991.68,Small,10358_S18_3232
10366,S18_3232,1,34,100.0,6275.72,Medium,10366_S18_3232
10370,S18_3232,9,27,56.85,1534.95,Small,10370_S18_3232
10377,S18_3232,3,39,100.0,7264.53,Large,10377_S18_3232
10383,S18_3232,6,47,100.0,6869.05,Medium,10383_S18_3232
10394,S18_3232,5,22,100.0,3353.02,Medium,10394_S18_3232
10405,S18_3232,1,55,100.0,8289.05,Large,10405_S18_3232
10412,S18_3232,9,60,100.0,11887.8,Large,10412_S18_3232
10419,S18_3232,6,35,100.0,5926.9,Medium,10419_S18_3232
10425,S18_3232,8,28,100.0,3793.16,Medium,10425_S18_3232
10105,S18_3259,13,38,100.0,4330.1,Medium,10105_S18_3259
10117,S18_3259,7,21,95.8,2011.8,Small,10117_S18_3259
10128,S18_3259,4,41,100.0,4837.18,Medium,10128_S18_3259
10142,S18_3259,10,22,97.81,2151.82,Small,10142_S18_3259
10153,S18_3259,9,29,88.74,2573.46,Small,10153_S18_3259
10165,S18_3259,1,50,100.0,5344.5,Medium,10165_S18_3259
10177,S18_3259,11,29,100.0,3070.52,Medium,10177_S18_3259
10185,S18_3259,11,49,80.67,3952.83,Medium,10185_S18_3259
10196,S18_3259,3,35,100.0,3564.75,Medium,10196_S18_3259
10208,S18_3259,11,48,100.0,5614.56,Medium,10208_S18_3259
10221,S18_3259,5,23,80.67,1855.41,Small,10221_S18_3259
10232,S18_3259,8,48,95.8,4598.4,Medium,10232_S18_3259
10248,S18_3259,14,42,100.0,5082.42,Medium,10248_S18_3259
10273,S18_3259,15,47,100.0,5450.59,Medium,10273_S18_3259
10282,S18_3259,3,36,100.0,4174.92,Medium,10282_S18_3259
10293,S18_3259,6,22,100.0,2418.24,Small,10293_S18_3259
10306,S18_3259,11,40,91.76,3670.4,Medium,10306_S18_3259
10314,S18_3259,3,23,100.0,2481.7,Small,10314_S18_3259
10326,S18_3259,6,32,100.0,3807.68,Medium,10326_S18_3259
10336,S18_3259,7,21,100.0,2230.41,Small,10336_S18_3259
10350,S18_3259,2,41,93.04,3814.64,Medium,10350_S18_3259
10372,S18_3259,5,25,84.71,2117.75,Small,10372_S18_3259
10383,S18_3259,12,26,100.0,3340.48,Medium,10383_S18_3259
10396,S18_3259,4,24,89.75,2154.0,Small,10396_S18_3259
10414,S18_3259,14,48,100.0,5808.48,Medium,10414_S18_3259
10108,S18_3278,9,26,68.35,1777.1,Small,10108_S18_3278
10122,S18_3278,13,21,73.17,1536.57,Small,10122_S18_3278
10135,S18_3278,10,45,78.0,3510.0,Medium,10135_S18_3278
10147,S18_3278,10,36,86.04,3097.44,Medium,10147_S18_3278
10159,S18_3278,5,21,81.21,1705.41,Small,10159_S18_3278
10169,S18_3278,5,32,70.76,2264.32,Small,10169_S18_3278
10181,S18_3278,17,30,82.82,2484.6,Small,10181_S18_3278
10191,S18_3278,6,36,94.88,3415.68,Medium,10191_S18_3278
10203,S18_3278,11,33,86.04,2839.32,Small,10203_S18_3278
10211,S18_3278,5,35,78.0,2730.0,Small,10211_S18_3278
10225,S18_3278,12,37,95.69,3540.53,Medium,10225_S18_3278
10238,S18_3278,6,41,73.17,2999.97,Small,10238_S18_3278
10252,S18_3278,2,20,76.39,1527.8,Small,10252_S18_3278
10265,S18_3278,2,45,86.84,3907.8,Medium,10265_S18_3278
10276,S18_3278,6,38,69.96,2658.48,Small,10276_S18_3278
10287,S18_3278,15,43,70.76,3042.68,Medium,10287_S18_3278
10300,S18_3278,8,49,78.8,3861.2,Medium,10300_S18_3278
10310,S18_3278,13,27,80.41,2171.07,Small,10310_S18_3278
10319,S18_3278,1,46,73.98,3403.08,Medium,10319_S18_3278
10329,S18_3278,10,38,59.1,2245.8,Small,10329_S18_3278
10342,S18_3278,5,25,66.74,1668.5,Small,10342_S18_3278
10363,S18_3278,10,46,60.3,2773.8,Small,10363_S18_3278
10378,S18_3278,4,22,100.0,2464.0,Small,10378_S18_3278
10390,S18_3278,9,40,100.0,5491.6,Medium,10390_S18_3278
10103,S18_3320,16,46,100.0,4791.82,Medium,10103_S18_3320
10111,S18_3320,4,39,100.0,4178.85,Medium,10111_S18_3320
10126,S18_3320,16,38,82.34,3128.92,Medium,10126_S18_3320
10139,S18_3320,5,30,100.0,3095.4,Medium,10139_S18_3320
10149,S18_3320,2,42,94.25,3958.5,Medium,10149_S18_3320
10163,S18_3320,6,43,100.0,4991.44,Medium,10163_S18_3320
10173,S18_3320,4,29,95.24,2761.96,Small,10173_S18_3320
10182,S18_3320,1,33,86.31,2848.23,Small,10182_S18_3320
10193,S18_3320,5,32,79.37,2539.84,Small,10193_S18_3320
10206,S18_3320,11,28,87.3,2444.4,Small,10206_S18_3320
10215,S18_3320,8,41,100.0,4555.92,Medium,10215_S18_3320
10227,S18_3320,1,33,100.0,3666.96,Medium,10227_S18_3320
10244,S18_3320,5,36,84.33,3035.88,Medium,10244_S18_3320
10257,S18_3320,5,26,89.29,2321.54,Small,10257_S18_3320
10280,S18_3320,7,34,100.0,3474.46,Medium,10280_S18_3320
10290,S18_3320,2,26,96.23,2501.98,Small,10290_S18_3320
10304,S18_3320,11,38,100.0,3958.46,Medium,10304_S18_3320
10312,S18_3320,8,33,100.0,3535.95,Medium,10312_S18_3320
10323,S18_3320,2,33,91.27,3011.91,Medium,10323_S18_3320
10333,S18_3320,2,46,100.0,11336.7,Large,10333_S18_3320
10347,S18_3320,12,26,100.0,2656.94,Small,10347_S18_3320
10357,S18_3320,3,25,100.0,2604.25,Small,10357_S18_3320
10369,S18_3320,4,45,73.08,3288.6,Medium,10369_S18_3320
10382,S18_3320,7,50,100.0,8935.5,Large,10382_S18_3320
10392,S18_3320,1,36,100.0,4035.96,Medium,10392_S18_3320
10423,S18_3320,5,21,89.29,1875.09,Small,10423_S18_3320
10108,S18_3482,8,29,100.0,4049.56,Medium,10108_S18_3482
10122,S18_3482,12,21,100.0,2469.39,Small,10122_S18_3482
10135,S18_3482,9,42,100.0,5432.7,Medium,10135_S18_3482
10147,S18_3482,9,37,100.0,4405.22,Medium,10147_S18_3482
10159,S18_3482,4,25,100.0,3638.0,Medium,10159_S18_3482
10169,S18_3482,4,36,100.0,4444.92,Medium,10169_S18_3482
10181,S18_3482,16,22,100.0,3395.48,Medium,10181_S18_3482
10191,S18_3482,5,23,100.0,3414.58,Medium,10191_S18_3482
10203,S18_3482,10,32,100.0,5127.04,Medium,10203_S18_3482
10211,S18_3482,4,28,100.0,3745.28,Medium,10211_S18_3482
10225,S18_3482,11,27,100.0,4564.08,Medium,10225_S18_3482
10238,S18_3482,5,49,100.0,6554.24,Medium,10238_S18_3482
10252,S18_3482,1,41,100.0,6749.83,Medium,10252_S18_3482
10265,S18_3482,1,49,100.0,8427.02,Large,10265_S18_3482
10276,S18_3482,5,30,100.0,3924.6,Medium,10276_S18_3482
10287,S18_3482,14,40,100.0,6761.6,Medium,10287_S18_3482
10300,S18_3482,7,23,100.0,3786.49,Medium,10300_S18_3482
10310,S18_3482,12,49,100.0,6266.12,Medium,10310_S18_3482
10320,S18_3482,5,25,100.0,3491.0,Medium,10320_S18_3482
10330,S18_3482,3,37,100.0,4405.22,Medium,10330_S18_3482
10342,S18_3482,7,55,100.0,6548.3,Medium,10342_S18_3482
10355,S18_3482,7,23,100.0,3177.91,Medium,10355_S18_3482
10363,S18_3482,11,24,100.0,4142.64,Medium,10363_S18_3482
10378,S18_3482,10,43,96.49,4149.07,Medium,10378_S18_3482
10390,S18_3482,1,50,100.0,7397.0,Large,10390_S18_3482
10109,S18_3685,2,47,100.0,6241.6,Medium,10109_S18_3685
10123,S18_3685,4,34,100.0,5331.88,Medium,10123_S18_3685
10137,S18_3685,4,31,100.0,5124.3,Medium,10137_S18_3685
10148,S18_3685,11,28,100.0,3639.44,Medium,10148_S18_3685
10161,S18_3685,10,36,100.0,5544.0,Medium,10161_S18_3685
10172,S18_3685,8,48,100.0,5493.12,Medium,10172_S18_3685
10181,S18_3685,4,39,100.0,5785.26,Medium,10181_S18_3685
10192,S18_3685,9,45,100.0,5340.6,Medium,10192_S18_3685
10204,S18_3685,15,35,100.0,5735.8,Medium,10204_S18_3685
10212,S18_3685,8,45,100.0,6357.6,Medium,10212_S18_3685
10226,S18_3685,6,46,100.0,7343.9,Large,10226_S18_3685
10240,S18_3685,1,37,100.0,5959.22,Medium,10240_S18_3685
10253,S18_3685,3,31,100.0,4029.38,Medium,10253_S18_3685
10266,S18_3685,4,33,100.0,5035.14,Medium,10266_S18_3685
10278,S18_3685,4,31,100.0,4116.8,Medium,10278_S18_3685
10287,S18_3685,2,27,100.0,4310.55,Medium,10287_S18_3685
10301,S18_3685,6,39,100.0,6446.7,Medium,10301_S18_3685
10311,S18_3685,11,32,100.0,3616.64,Medium,10311_S18_3685
10321,S18_3685,8,28,100.0,4232.76,Medium,10321_S18_3685
10331,S18_3685,12,26,67.91,1765.66,Small,10331_S18_3685
10343,S18_3685,2,44,84.88,3734.72,Medium,10343_S18_3685
10367,S18_3685,6,46,100.0,4808.38,Medium,10367_S18_3685
10379,S18_3685,4,32,70.83,2266.56,Small,10379_S18_3685
10406,S18_3685,1,65,100.0,10468.9,Large,10406_S18_3685
10419,S18_3685,3,43,100.0,5589.14,Medium,10419_S18_3685
10108,S18_3782,12,43,67.77,2914.11,Small,10108_S18_3782
10122,S18_3782,16,35,49.74,1740.9,Small,10122_S18_3782
10135,S18_3782,13,45,50.36,2266.2,Small,10135_S18_3782
10146,S18_3782,2,47,67.14,3155.58,Medium,10146_S18_3782
10159,S18_3782,8,21,64.66,1357.86,Small,10159_S18_3782
10169,S18_3782,8,38,68.39,2598.82,Small,10169_S18_3782
10180,S18_3782,3,21,50.36,1057.56,Small,10180_S18_3782
10191,S18_3782,9,43,72.74,3127.82,Medium,10191_S18_3782
10211,S18_3782,8,46,54.09,2488.14,Small,10211_S18_3782
10224,S18_3782,1,38,58.44,2220.72,Small,10224_S18_3782
10237,S18_3782,1,26,52.22,1357.72,Small,10237_S18_3782
10252,S18_3782,5,31,52.84,1638.04,Small,10252_S18_3782
10264,S18_3782,3,48,54.71,2626.08,Small,10264_S18_3782
10276,S18_3782,9,33,50.36,1661.88,Small,10276_S18_3782
10286,S18_3782,1,38,57.2,2173.6,Small,10286_S18_3782
10299,S18_3782,3,39,55.95,2182.05,Small,10299_S18_3782
10310,S18_3782,16,42,67.14,2819.88,Small,10310_S18_3782
10319,S18_3782,4,44,59.06,2598.64,Small,10319_S18_3782
10330,S18_3782,2,29,69.63,2019.27,Small,10330_S18_3782
